Kingdom Phylum Class Order Family Genus Species
ASV12683 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae g__Cladocopium NA
ASV12684 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12685 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12686 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12687 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12688 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12689 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12690 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12691 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12692 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12693 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12694 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12695 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12696 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12697 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12698 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12699 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12700 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12701 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12702 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12703 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12704 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12705 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12706 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12707 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12708 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12709 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12710 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12711 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12712 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12713 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12714 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12715 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12716 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12717 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae g__Cladocopium NA
ASV12718 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12719 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12720 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12721 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12722 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12723 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12724 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12725 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12726 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12727 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12728 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12729 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12730 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12731 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12732 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12733 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12734 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12735 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12736 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12737 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12738 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12739 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12740 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12741 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12742 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12743 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12744 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12745 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12746 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12747 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12748 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12749 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12750 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12751 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12752 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12753 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12754 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12755 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12756 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12757 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12758 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12759 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12760 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12761 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12762 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12763 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12764 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12765 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12766 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12767 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12768 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12769 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12770 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12771 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12772 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12773 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12774 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12775 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12776 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12777 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12778 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12779 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12780 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12781 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12782 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12783 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12784 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12785 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12786 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12787 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12788 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12789 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12790 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12791 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12792 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12793 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12794 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12795 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12796 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12797 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12798 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12799 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12800 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12801 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12802 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12803 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12804 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12805 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12806 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12807 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12808 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12809 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12810 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12811 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12812 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12813 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12814 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12815 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12816 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12817 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12818 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12819 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12820 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12821 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12822 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12823 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12824 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12825 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12826 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12827 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12828 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12829 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12830 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12831 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12832 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12833 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12834 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12835 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12836 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12837 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12838 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12839 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12840 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12841 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12842 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12843 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12844 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12845 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12846 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12847 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12848 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12849 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12850 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12851 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12852 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12853 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12854 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12855 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12856 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12857 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12858 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12859 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12860 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12861 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12862 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12863 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12864 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12865 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12866 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12867 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12868 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12869 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12870 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12871 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12872 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12873 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12874 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12875 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12876 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12877 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12878 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12879 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12880 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12881 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12882 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12883 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12884 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12885 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12886 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12887 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12888 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12889 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12890 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12891 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12892 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12893 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12894 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12895 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12896 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12897 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12898 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12899 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12900 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12901 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12902 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12903 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12904 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12905 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12906 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12907 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12908 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12909 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12910 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12911 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12912 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12913 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12914 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12915 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12916 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12917 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12918 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12919 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12920 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12921 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12922 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12923 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12924 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12925 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12926 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12927 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12928 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12929 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12930 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12931 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12932 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12933 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12934 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12935 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12936 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12937 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12938 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12939 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12940 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12941 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12942 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12943 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12944 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
ASV12945 k__Chromista p__Myzozoa c__Dinophyceae o__Suessiales f__Symbiodiniaceae NA NA
